"Country or Area","Year","Value","Value Footnotes"
"Nepal","1998","2251.538",""
"Nepal","1997","2783.253",""
"Nepal","1996","2486.226",""
"Nepal","1995","2035.185",""
"Nepal","1994","1697.821",""
"Nepal","1993","1466.8",""
"Nepal","1992","1331.121",""
"Nepal","1991","960.754",""
"Nepal","1990","634.391",""
"Netherlands","2011","168007.272",""
"Netherlands","2010","181927.204",""
"Netherlands","2009","169364.062",""
"Netherlands","2008","173163.074",""
"Netherlands","2007","171490.922",""
"Netherlands","2006","167108.857",""
"Netherlands","2005","172022.637",""
"Netherlands","2004","176690.728",""
"Netherlands","2003","174805.89",""
"Netherlands","2002","172026.304",""
"Netherlands","2001","168065.944",""
"Netherlands","2000","165356.031",""
"Netherlands","1999","163907.566",""
"Netherlands","1998","168821.346",""
"Netherlands","1997","167860.592",""
"Netherlands","1996","175150.588",""
"Netherlands","1995","168304.299",""
"Netherlands","1994","165312.027",""
"Netherlands","1993","164802.314",""
"Netherlands","1992","162224.413",""
"Netherlands","1991","165154.346",""
"Netherlands","1990","158403.399",""
"Netherlands Antilles","2011","7080.977",""
"Netherlands Antilles","2010","5185.138",""
"Netherlands Antilles","2009","6618.935",""
"Netherlands Antilles","2008","6468.588",""
"Netherlands Antilles","2007","6725.278",""
"Netherlands Antilles","2006","5977.21",""
"Netherlands Antilles","2005","5735.188",""
"Netherlands Antilles","2004","5786.526",""
"Netherlands Antilles","2003","5515.168",""
"Netherlands Antilles","2002","5511.501",""
"Netherlands Antilles","2001","5716.853",""
"Netherlands Antilles","2000","5614.177",""
"Netherlands Antilles","1999","2115.859",""
"Netherlands Antilles","1998","282.359",""
"Netherlands Antilles","1997","6380.58",""
"Netherlands Antilles","1996","6138.558",""
"Netherlands Antilles","1995","6497.924",""
"Netherlands Antilles","1994","6567.597",""
"Netherlands Antilles","1993","6721.611",""
"Netherlands Antilles","1992","4338.061",""
"Netherlands Antilles","1991","5144.801",""
"Netherlands Antilles","1990","6215.565",""
"New Caledonia","2011","3854.017",""
"New Caledonia","2010","3920.023",""
"New Caledonia","2009","2849.259",""
"New Caledonia","2008","3281.965",""
"New Caledonia","2007","2944.601",""
"New Caledonia","2006","2779.586",""
"New Caledonia","2005","2838.258",""
"New Caledonia","2004","2552.232",""
"New Caledonia","2003","2750.25",""
"New Caledonia","2002","2427.554",""
"New Caledonia","2001","1906.84",""
"New Caledonia","2000","2299.209",""
"New Caledonia","1999","2035.185",""
"New Caledonia","1998","1804.164",""
"New Caledonia","1997","1826.166",""
"New Caledonia","1996","1763.827",""
"New Caledonia","1995","1730.824",""
"New Caledonia","1994","1723.49",""
"New Caledonia","1993","1771.161",""
"New Caledonia","1992","1771.161",""
"New Caledonia","1991","1789.496",""
"New Caledonia","1990","1624.481",""
"New Zealand","2011","31231.839",""
"New Zealand","2010","31748.886",""
"New Zealand","2009","32320.938",""
"New Zealand","2008","34268.115",""
"New Zealand","2007","33648.392",""
"New Zealand","2006","33553.05",""
"New Zealand","2005","33919.75",""
"New Zealand","2004","34759.493",""
"New Zealand","2003","33938.085",""
"New Zealand","2002","33201.018",""
"New Zealand","2001","34510.137",""
"New Zealand","2000","32896.657",""
"New Zealand","1999","32716.974",""
"New Zealand","1998","29952.056",""
"New Zealand","1997","30971.482",""
"New Zealand","1996","28767.615",""
"New Zealand","1995","27146.801",""
"New Zealand","1994","26387.732",""
"New Zealand","1993","26904.779",""
"New Zealand","1992","25129.951",""
"New Zealand","1991","24176.531",""
"New Zealand","1990","23663.151",""
"Nicaragua","2011","4899.112",""
"Nicaragua","2010","4624.087",""
"Nicaragua","2009","4554.414",""
"Nicaragua","2008","4422.402",""
"Nicaragua","2007","4605.752",""
"Nicaragua","2006","4466.406",""
"Nicaragua","2005","4319.726",""
"Nicaragua","2004","4426.069",""
"Nicaragua","2003","4411.401",""
"Nicaragua","2002","4037.367",""
"Nicaragua","2001","3964.027",""
"Nicaragua","2000","3762.342",""
"Nicaragua","1999","3626.663",""
"Nicaragua","1998","3421.311",""
"Nicaragua","1997","3142.619",""
"Nicaragua","1996","2874.928",""
"Nicaragua","1995","2779.586",""
"Nicaragua","1994","2541.231",""
"Nicaragua","1993","2302.876",""
"Nicaragua","1992","2394.551",""
"Nicaragua","1991","2005.849",""
"Nicaragua","1990","2548.565",""
"Niger","2011","1422.796",""
"Niger","2010","1353.123",""
"Niger","2009","1151.438",""
"Niger","2008","916.75",""
"Niger","2007","821.408",""
"Niger","2006","806.74",""
"Niger","2005","828.742",""
"Niger","2004","964.421",""
"Niger","2003","880.08",""
"Niger","2002","814.074",""
"Niger","2001","759.069",""
"Niger","2000","795.739",""
"Niger","1999","1059.763",""
"Niger","1998","1074.431",""
"Niger","1997","1012.092",""
"Niger","1996","1015.759",""
"Niger","1995","920.417",""
"Niger","1994","872.746",""
"Niger","1993","880.08",""
"Niger","1992","784.738",""
"Niger","1991","821.408",""
"Niger","1990","832.409",""
"Nigeria","2011","88026.335",""
"Nigeria","2010","85221.08",""
"Nigeria","2009","71788.859",""
"Nigeria","2008","92683.425",""
"Nigeria","2007","95250.325",""
"Nigeria","2006","98513.955",""
"Nigeria","2005","104696.517",""
"Nigeria","2004","97047.155",""
"Nigeria","2003","93138.133",""
"Nigeria","2002","98125.253",""
"Nigeria","2001","83350.91",""
"Nigeria","2000","79181.531",""
"Nigeria","1999","44788.738",""
"Nigeria","1998","40182.986",""
"Nigeria","1997","40190.32",""
"Nigeria","1996","40421.341",""
"Nigeria","1995","34917.174",""
"Nigeria","1994","46658.908",""
"Nigeria","1993","60061.793",""
"Nigeria","1992","64883.898",""
"Nigeria","1991","45247.113",""
"Nigeria","1990","45375.458",""
"Niue","2011","11.001",""
"Niue","2010","11.001",""
"Niue","2009","11.001",""
"Niue","2008","11.001",""
"Niue","2007","11.001",""
"Niue","2006","11.001",""
"Niue","2005","11.001",""
"Niue","2004","11.001",""
"Niue","2003","11.001",""
"Niue","2002","11.001",""
"Niue","2001","7.334",""
"Niue","2000","7.334",""
"Niue","1999","7.334",""
"Niue","1998","7.334",""
"Niue","1997","7.334",""
"Niue","1996","7.334",""
"Niue","1995","7.334",""
"Niue","1994","3.667",""
"Niue","1993","3.667",""
"Niue","1992","3.667",""
"Niue","1991","3.667",""
"Niue","1990","3.667",""
"Norway","2011","45533.139",""
"Norway","2010","56794.496",""
"Norway","2009","52240.082",""
"Norway","2008","50325.908",""
"Norway","2007","45089.432",""
"Norway","2006","44257.023",""
"Norway","2005","42438.191",""
"Norway","2004","42647.21",""
"Norway","2003","42632.542",""
"Norway","2002","37495.075",""
"Norway","2001","41129.072",""
"Norway","2000","38730.854",""
"Norway","1999","40978.725",""
"Norway","1998","36618.662",""
"Norway","1997","34466.133",""
"Norway","1996","31330.848",""
"Norway","1995","31140.164",""
"Norway","1994","30575.446",""
"Norway","1993","31965.239",""
"Norway","1992","29655.029",""
"Norway","1991","31741.552",""
"Norway","1990","31385.853",""
"Oman","2011","64854.562",""
"Oman","2010","56292.117",""
"Oman","2009","38466.83",""
"Oman","2008","38404.491",""
"Oman","2007","44590.72",""
"Oman","2006","39603.6",""
"Oman","2005","29893.384",""
"Oman","2004","27986.544",""
"Oman","2003","32390.611",""
"Oman","2002","25470.982",""
"Oman","2001","20285.844",""
"Oman","2000","21895.657",""
"Oman","1999","20707.549",""
"Oman","1998","16560.172",""
"Oman","1997","15485.741",""
"Oman","1996","15104.373",""
"Oman","1995","15896.445",""
"Oman","1994","15306.058",""
"Oman","1993","13457.89",""
"Oman","1992","12079.098",""
"Oman","1991","11771.07",""
"Oman","1990","11386.035",""
"Pakistan","2011","163452.858",""
"Pakistan","2010","162792.798",""
"Pakistan","2009","160284.57",""
"Pakistan","2008","159070.793",""
"Pakistan","2007","158894.777",""
"Pakistan","2006","146074.945",""
"Pakistan","2005","136636.087",""
"Pakistan","2004","131601.296",""
"Pakistan","2003","118895.141",""
"Pakistan","2002","114084.037",""
"Pakistan","2001","108282.843",""
"Pakistan","2000","106449.343",""
"Pakistan","1999","100384.125",""
"Pakistan","1998","97663.211",""
"Pakistan","1997","94711.276",""
"Pakistan","1996","94447.252",""
"Pakistan","1995","84484.013",""
"Pakistan","1994","84839.712",""
"Pakistan","1993","78008.091",""
"Pakistan","1992","72789.95",""
"Pakistan","1991","68242.87",""
"Pakistan","1990","68565.566",""
"Palau","2011","223.687",""
"Palau","2010","216.353",""
"Palau","2009","209.019",""
"Palau","2008","209.019",""
"Palau","2007","209.019",""
"Palau","2006","201.685",""
"Palau","2005","190.684",""
"Palau","2004","187.017",""
"Palau","2003","190.684",""
"Palau","2002","183.35",""
"Palau","2001","183.35",""
"Palau","2000","117.344",""
"Palau","1999","117.344",""
"Palau","1998","117.344",""
"Palau","1997","117.344",""
"Palau","1996","117.344",""
"Palau","1995","113.677",""
"Palau","1994","110.01",""
"Palau","1993","110.01",""
"Palau","1992","113.677",""
"Panama","2011","9666.212",""
"Panama","2010","8866.806",""
"Panama","2009","8599.115",""
"Panama","2008","7374.337",""
"Panama","2007","7198.321",""
"Panama","2006","7370.67",""
"Panama","2005","6838.955",""
"Panama","2004","5804.861",""
"Panama","2003","6153.226",""
"Panama","2002","5870.867",""
"Panama","2001","7007.637",""
"Panama","2000","5790.193",""
"Panama","1999","5669.182",""
"Panama","1998","5947.874",""
"Panama","1997","5647.18",""
"Panama","1996","4624.087",""
"Panama","1995","2984.938",""
"Panama","1994","4338.061",""
"Panama","1993","3942.025",""
"Panama","1992","4246.386",""
"Panama","1991","3245.295",""
"Panama","1990","2768.585",""
"Papua New Guinea","2011","5229.142",""
"Papua New Guinea","2010","4664.424",""
"Papua New Guinea","2009","5093.463",""
"Papua New Guinea","2008","4796.436",""
"Papua New Guinea","2007","6120.223",""
"Papua New Guinea","2006","4308.725",""
"Papua New Guinea","2005","4385.732",""
"Papua New Guinea","2004","4488.408",""
"Papua New Guinea","2003","3945.692",""
"Papua New Guinea","2002","3487.317",""
"Papua New Guinea","2001","3208.625",""
"Papua New Guinea","2000","2665.909",""
"Papua New Guinea","1999","2445.889",""
"Papua New Guinea","1998","2863.927",""
"Papua New Guinea","1997","2577.901",""
"Papua New Guinea","1996","2189.199",""
"Papua New Guinea","1995","2060.854",""
"Papua New Guinea","1994","2181.865",""
"Papua New Guinea","1993","1994.848",""
"Papua New Guinea","1992","2053.52",""
"Papua New Guinea","1991","2064.521",""
"Papua New Guinea","1990","2141.528",""
"Paraguay","2011","5298.815",""
"Paraguay","2010","5075.128",""
"Paraguay","2009","4517.744",""
"Paraguay","2008","4352.729",""
"Paraguay","2007","4136.376",""
"Paraguay","2006","3986.029",""
"Paraguay","2005","3832.015",""
"Paraguay","2004","4088.705",""
"Paraguay","2003","4070.37",""
"Paraguay","2002","3898.021",""
"Paraguay","2001","3821.014",""
"Paraguay","2000","3689.002",""
"Paraguay","1999","4503.076",""
"Paraguay","1998","4503.076",""
"Paraguay","1997","4195.048",""
"Paraguay","1996","3751.341",""
"Paraguay","1995","3964.027",""
"Paraguay","1994","3498.318",""
"Paraguay","1993","2951.935",""
"Paraguay","1992","2621.905",""
"Paraguay","1991","2233.203",""
"Paraguay","1990","2262.539",""
"Peru","2011","53068.824",""
"Peru","2010","57857.926",""
"Peru","2009","51363.669",""
"Peru","2008","41283.086",""
"Peru","2007","43208.261",""
"Peru","2006","35063.854",""
"Peru","2005","37135.709",""
"Peru","2004","31895.566",""
"Peru","2003","26380.398",""
"Peru","2002","27187.138",""
"Peru","2001","27165.136",""
"Peru","2000","30296.754",""
"Peru","1999","29358.002",""
"Peru","1998","27806.861",""
"Peru","1997","27407.158",""
"Peru","1996","24363.548",""
"Peru","1995","23883.171",""
"Peru","1994","23230.445",""
"Peru","1993","23556.808",""
"Peru","1992","20388.52",""
"Peru","1991","20417.856",""
"Peru","1990","21169.591",""
"Philippines","2011","82012.455",""
"Philippines","2010","81700.76",""
"Philippines","2009","74784.798",""
"Philippines","2008","75943.57",""
"Philippines","2007","69669.333",""
"Philippines","2006","67692.82",""
"Philippines","2005","74832.469",""
"Philippines","2004","74066.066",""
"Philippines","2003","71532.169",""
"Philippines","2002","71337.818",""
"Philippines","2001","71051.792",""
"Philippines","2000","73306.997",""
"Philippines","1999","69159.62",""
"Philippines","1998","69240.294",""
"Philippines","1997","71158.135",""
"Philippines","1996","62162.984",""
"Philippines","1995","60710.852",""
"Philippines","1994","54799.648",""
"Philippines","1993","49482.498",""
"Philippines","1992","48752.765",""
"Philippines","1991","43930.66",""
"Philippines","1990","41763.463",""
"Poland","2011","317287.175",""
"Poland","2010","317081.823",""
"Poland","2009","298244.444",""
"Poland","2008","315417.005",""
"Poland","2007","314496.588",""
"Poland","2006","319029",""
"Poland","2005","302615.508",""
"Poland","2004","304449.008",""
"Poland","2003","302241.474",""
"Poland","2002","294823.133",""
"Poland","2001","301273.386",""
"Poland","2000","299278.538",""
"Poland","1999","315714.032",""
"Poland","1998","325420.581",""
"Poland","1997","349505.437",""
"Poland","1996","355743.004",""
"Poland","1995","344191.954",""
"Poland","1994","333942.689",""
"Poland","1993","353242.11",""
"Poland","1992","354738.246",""
"Poland","1991","361628.539",""
"Poland","1990","368397.821",""
"Portugal","2011","49724.52",""
"Portugal","2010","49588.841",""
"Portugal","2009","54517.289",""
"Portugal","2008","55364.366",""
"Portugal","2007","60864.866",""
"Portugal","2006","59108.373",""
"Portugal","2005","65309.27",""
"Portugal","2004","63175.076",""
"Portugal","2003","61275.57",""
"Portugal","2002","66820.074",""
"Portugal","2001","62863.381",""
"Portugal","2000","62966.057",""
"Portugal","1999","64689.547",""
"Portugal","1998","58055.944",""
"Portugal","1997","53233.839",""
"Portugal","1996","50732.945",""
"Portugal","1995","51924.72",""
"Portugal","1994","47568.324",""
"Portugal","1993","46812.922",""
"Portugal","1992","48195.381",""
"Portugal","1991","43934.327",""
"Portugal","1990","42196.169",""
"Qatar","2011","83875.291",""
"Qatar","2010","75279.843",""
"Qatar","2009","71341.485",""
"Qatar","2008","67505.803",""
"Qatar","2007","65239.597",""
"Qatar","2006","56735.824",""
"Qatar","2005","51880.716",""
"Qatar","2004","44392.702",""
"Qatar","2003","36156.62",""
"Qatar","2002","28481.589",""
"Qatar","2001","30362.76",""
"Qatar","2000","34730.157",""
"Qatar","1999","31407.855",""
"Qatar","1998","32401.612",""
"Qatar","1997","36288.632",""
"Qatar","1996","31825.893",""
"Qatar","1995","30824.802",""
"Qatar","1994","30223.414",""
"Qatar","1993","30722.126",""
"Qatar","1992","26802.103",""
"Qatar","1991","17674.94",""
"Qatar","1990","11774.737",""
"Republic of Moldova","2011","4979.786",""
"Republic of Moldova","2010","4935.782",""
"Republic of Moldova","2009","4550.747",""
"Republic of Moldova","2008","4774.434",""
"Republic of Moldova","2007","4679.092",""
"Republic of Moldova","2006","4994.454",""
"Republic of Moldova","2005","4895.445",""
"Republic of Moldova","2004","4554.414",""
"Republic of Moldova","2003","4290.39",""
"Republic of Moldova","2002","3986.029",""
"Republic of Moldova","2001","3714.671",""
"Republic of Moldova","2000","3512.986",""
"Republic of Moldova","1999","4503.076",""
"Republic of Moldova","1998","6270.57",""
"Republic of Moldova","1997","7099.312",""
"Republic of Moldova","1996","11521.714",""
"Republic of Moldova","1995","11191.684",""
"Republic of Moldova","1994","12090.099",""
"Republic of Moldova","1993","15628.754",""
"Republic of Moldova","1992","20971.573",""
"Reunion","2011","4510.41",""
"Reunion","2010","4367.397",""
"Reunion","2009","4250.053",""
"Reunion","2008","4081.371",""
"Reunion","2007","3997.03",""
"Reunion","2006","3755.008",""
"Reunion","2005","3589.993",""
"Reunion","2004","3164.621",""
"Reunion","2003","3120.617",""
"Reunion","2002","3164.621",""
"Reunion","2001","3190.29",""
"Reunion","2000","3025.275",""
"Reunion","1999","2368.882",""
"Reunion","1998","2511.895",""
"Reunion","1997","2346.88",""
"Reunion","1996","2236.87",""
"Reunion","1995","2145.195",""
"Reunion","1994","1950.844",""
"Reunion","1993","1756.493",""
"Reunion","1992","1727.157",""
"Reunion","1991","1719.823",""
"Reunion","1990","1452.132",""
"Romania","2011","84832.378",""
"Romania","2010","79335.545",""
"Romania","2009","81422.068",""
"Romania","2008","95668.363",""
"Romania","2007","101627.238",""
"Romania","2006","102595.326",""
"Romania","2005","95675.697",""
"Romania","2004","95400.672",""
"Romania","2003","95939.721",""
"Romania","2002","92173.712",""
"Romania","2001","95672.03",""
"Romania","2000","89984.513",""
"Romania","1999","89639.815",""
"Romania","1998","102232.293",""
"Romania","1997","114447.07",""
"Romania","1996","126691.183",""
"Romania","1995","127101.887",""
"Romania","1994","115415.158",""
"Romania","1993","120699.305",""
"Romania","1992","123262.538",""
"Romania","1991","137530.835",""
"Romania","1990","158861.774",""
"Russian Federation","2011","1808073.022",""
"Russian Federation","2010","1742540.065",""
"Russian Federation","2009","1574367.778",""
"Russian Federation","2008","1715638.953",""
"Russian Federation","2007","1667597.586",""
"Russian Federation","2006","1669618.103",""
"Russian Federation","2005","1615687.534",""
"Russian Federation","2004","1602955.71",""
"Russian Federation","2003","1604968.893",""
"Russian Federation","2002","1557660.926",""
"Russian Federation","2001","1558001.957",""
"Russian Federation","2000","1558111.967",""
"Russian Federation","1999","1533968.439",""
"Russian Federation","1998","1498343.534",""
"Russian Federation","1997","1528849.307",""
"Russian Federation","1996","1615804.878",""
"Russian Federation","1995","1634312.227",""
"Russian Federation","1994","1701132.301",""
"Russian Federation","1993","1941203.457",""
"Russian Federation","1992","2081840.241",""
"Rwanda","2011","663.727",""
"Rwanda","2010","590.387",""
"Rwanda","2009","575.719",""
"Rwanda","2008","542.716",""
"Rwanda","2007","557.384",""
"Rwanda","2006","528.048",""
"Rwanda","2005","528.048",""
"Rwanda","2004","528.048",""
"Rwanda","2003","520.714",""
"Rwanda","2002","531.715",""
"Rwanda","2001","531.715",""
"Rwanda","2000","528.048",""
"Rwanda","1999","509.713",""
"Rwanda","1998","487.711",""
"Rwanda","1997","498.712",""
"Rwanda","1996","480.377",""
"Rwanda","1995","462.042",""
"Rwanda","1994","473.043",""
"Rwanda","1993","495.045",""
"Rwanda","1992","487.711",""
"Rwanda","1991","487.711",""
"Rwanda","1990","542.716",""
"Saint Helena","2011","11.001",""
"Saint Helena","2010","11.001",""
"Saint Helena","2009","11.001",""
"Saint Helena","2008","11.001",""
"Saint Helena","2007","11.001",""
"Saint Helena","2006","11.001",""
"Saint Helena","2005","11.001",""
"Saint Helena","2004","11.001",""
"Saint Helena","2003","11.001",""
"Saint Helena","2002","11.001",""
"Saint Helena","2001","11.001",""
"Saint Helena","2000","11.001",""
"Saint Helena","1999","11.001",""
"Saint Helena","1998","11.001",""
"Saint Helena","1997","11.001",""
"Saint Helena","1996","11.001",""
"Saint Helena","1995","11.001",""
"Saint Helena","1994","11.001",""
"Saint Helena","1993","11.001",""
"Saint Helena","1992","7.334",""
"Saint Helena","1991","7.334",""
"Saint Helena","1990","7.334",""
"Saint Kitts and Nevis","2011","267.691",""
"Saint Kitts and Nevis","2010","260.357",""
"Saint Kitts and Nevis","2009","260.357",""
"Saint Kitts and Nevis","2008","249.356",""
"Saint Kitts and Nevis","2007","249.356",""
"Saint Kitts and Nevis","2006","234.688",""
"Saint Kitts and Nevis","2005","234.688",""
"Saint Kitts and Nevis","2004","227.354",""
"Saint Kitts and Nevis","2003","220.02",""
"Saint Kitts and Nevis","2002","198.018",""
"Saint Kitts and Nevis","2001","183.35",""
"Saint Kitts and Nevis","2000","102.676",""
"Saint Kitts and Nevis","1999","102.676",""
"Saint Kitts and Nevis","1998","102.676",""
"Saint Kitts and Nevis","1997","102.676",""
"Saint Kitts and Nevis","1996","102.676",""
"Saint Kitts and Nevis","1995","95.342",""
"Saint Kitts and Nevis","1994","88.008",""
"Saint Kitts and Nevis","1993","84.341",""
"Saint Kitts and Nevis","1992","73.34",""
"Saint Kitts and Nevis","1991","73.34",""
"Saint Kitts and Nevis","1990","66.006",""
"Saint Lucia","2011","407.037",""
"Saint Lucia","2010","403.37",""
"Saint Lucia","2009","385.035",""
"Saint Lucia","2008","396.036",""
"Saint Lucia","2007","385.035",""
"Saint Lucia","2006","366.7",""
"Saint Lucia","2005","366.7",""
"Saint Lucia","2004","355.699",""
"Saint Lucia","2003","359.366",""
"Saint Lucia","2002","326.363",""
"Saint Lucia","2001","363.033",""
"Saint Lucia","2000","330.03",""
"Saint Lucia","1999","319.029",""
"Saint Lucia","1998","308.028",""
"Saint Lucia","1997","311.695",""
"Saint Lucia","1996","330.03",""
"Saint Lucia","1995","311.695",""
"Saint Lucia","1994","264.024",""
"Saint Lucia","1993","227.354",""
"Saint Lucia","1992","205.352",""
"Saint Lucia","1991","172.349",""
"Saint Lucia","1990","165.015",""
"Saint Pierre and Miquelon","2011","69.673",""
"Saint Pierre and Miquelon","2010","69.673",""
"Saint Pierre and Miquelon","2009","66.006",""
"Saint Pierre and Miquelon","2008","66.006",""
"Saint Pierre and Miquelon","2007","66.006",""
"Saint Pierre and Miquelon","2006","66.006",""
"Saint Pierre and Miquelon","2005","66.006",""
"Saint Pierre and Miquelon","2004","62.339",""
"Saint Pierre and Miquelon","2003","66.006",""
"Saint Pierre and Miquelon","2002","58.672",""
"Saint Pierre and Miquelon","2001","55.005",""
"Saint Pierre and Miquelon","2000","55.005",""
"Saint Pierre and Miquelon","1999","55.005",""
"Saint Pierre and Miquelon","1998","55.005",""
"Saint Pierre and Miquelon","1997","47.671",""
"Saint Pierre and Miquelon","1996","69.673",""
"Saint Pierre and Miquelon","1995","69.673",""
"Saint Pierre and Miquelon","1994","69.673",""
"Saint Pierre and Miquelon","1993","73.34",""
"Saint Pierre and Miquelon","1992","95.342",""
"Saint Pierre and Miquelon","1991","102.676",""
"Saint Pierre and Miquelon","1990","91.675",""
"Saint Vincent and the Grenadines","2011","238.355",""
"Saint Vincent and the Grenadines","2010","234.688",""
"Saint Vincent and the Grenadines","2009","231.021",""
"Saint Vincent and the Grenadines","2008","231.021",""
"Saint Vincent and the Grenadines","2007","227.354",""
"Saint Vincent and the Grenadines","2006","220.02",""
"Saint Vincent and the Grenadines","2005","220.02",""
"Saint Vincent and the Grenadines","2004","220.02",""
"Saint Vincent and the Grenadines","2003","198.018",""
"Saint Vincent and the Grenadines","2002","187.017",""
"Saint Vincent and the Grenadines","2001","179.683",""
"Saint Vincent and the Grenadines","2000","146.68",""
"Saint Vincent and the Grenadines","1999","165.015",""
"Saint Vincent and the Grenadines","1998","161.348",""
"Saint Vincent and the Grenadines","1997","132.012",""
"Saint Vincent and the Grenadines","1996","132.012",""
"Saint Vincent and the Grenadines","1995","128.345",""
"Saint Vincent and the Grenadines","1994","121.011",""
"Saint Vincent and the Grenadines","1993","102.676",""
"Saint Vincent and the Grenadines","1992","84.341",""
"Saint Vincent and the Grenadines","1991","77.007",""
"Saint Vincent and the Grenadines","1990","80.674",""
"Samoa","2011","234.688",""
"Samoa","2010","205.352",""
"Samoa","2009","198.018",""
"Samoa","2008","190.684",""
"Samoa","2007","187.017",""
"Samoa","2006","176.016",""
"Samoa","2005","168.682",""
"Samoa","2004","161.348",""
"Samoa","2003","150.347",""
"Samoa","2002","143.013",""
"Samoa","2001","143.013",""
"Samoa","2000","139.346",""
"Samoa","1999","139.346",""
"Samoa","1998","132.012",""
"Samoa","1997","132.012",""
"Samoa","1996","132.012",""
"Samoa","1995","132.012",""
"Samoa","1994","121.011",""
"Samoa","1993","128.345",""
"Samoa","1992","128.345",""
"Samoa","1991","124.678",""
"Samoa","1990","124.678",""
"Sao Tome and Principe","2011","102.676",""
"Sao Tome and Principe","2010","99.009",""
"Sao Tome and Principe","2009","91.675",""
"Sao Tome and Principe","2008","84.341",""
"Sao Tome and Principe","2007","84.341",""
"Sao Tome and Principe","2006","84.341",""
"Sao Tome and Principe","2005","77.007",""
"Sao Tome and Principe","2004","73.34",""
"Sao Tome and Principe","2003","66.006",""
"Sao Tome and Principe","2002","58.672",""
"Sao Tome and Principe","2001","51.338",""
"Sao Tome and Principe","2000","47.671",""
"Sao Tome and Principe","1999","47.671",""
"Sao Tome and Principe","1998","47.671",""
"Sao Tome and Principe","1997","47.671",""
"Sao Tome and Principe","1996","47.671",""
"Sao Tome and Principe","1995","47.671",""
"Sao Tome and Principe","1994","47.671",""
"Sao Tome and Principe","1993","47.671",""
"Sao Tome and Principe","1992","47.671",""
"Sao Tome and Principe","1991","47.671",""
"Sao Tome and Principe","1990","47.671",""
"Saudi Arabia","2011","520277.627",""
"Saudi Arabia","2010","533093.792",""
"Saudi Arabia","2009","484880.076",""
"Saudi Arabia","2008","418239.685",""
"Saudi Arabia","2007","393535.106",""
"Saudi Arabia","2006","432739.003",""
"Saudi Arabia","2005","397642.146",""
"Saudi Arabia","2004","395834.315",""
"Saudi Arabia","2003","327272.416",""
"Saudi Arabia","2002","326407.004",""
"Saudi Arabia","2001","297214.017",""
"Saudi Arabia","2000","296935.325",""
"Saudi Arabia","1999","226459.252",""
"Saudi Arabia","1998","207680.545",""
"Saudi Arabia","1997","216239.323",""
"Saudi Arabia","1996","258750.854",""
"Saudi Arabia","1995","236253.809",""
"Saudi Arabia","1994","309018.09",""
"Saudi Arabia","1993","313818.193",""
"Saudi Arabia","1992","285534.622",""
"Saudi Arabia","1991","267768.007",""
"Saudi Arabia","1990","217948.145",""
"Senegal","2011","7858.381",""
"Senegal","2010","8272.752",""
"Senegal","2009","5848.865",""
"Senegal","2008","5441.828",""
"Senegal","2007","5335.485",""
"Senegal","2006","4789.102",""
"Senegal","2005","5859.866",""
"Senegal","2004","5280.48",""
"Senegal","2003","5012.789",""
"Senegal","2002","4547.08",""
"Senegal","2001","4330.727",""
"Senegal","2000","3938.358",""
"Senegal","1999","3700.003",""
"Senegal","1998","3428.645",""
"Senegal","1997","3263.63",""
"Senegal","1996","3740.34",""
"Senegal","1995","3494.651",""
"Senegal","1994","3901.688",""
"Senegal","1993","3593.66",""
"Senegal","1992","3479.983",""
"Senegal","1991","3424.978",""
"Senegal","1990","3182.956",""
"Serbia","2011","49185.471",""
"Serbia","2010","45877.837",""
"Serbia","2009","46127.193",""
"Serbia","2008","51880.716",""
"Serbia","2007","52251.083",""
"Serbia","2006","53765.554",""
"Serbia and Montenegro","2005","60179.137",""
"Serbia and Montenegro","2004","55225.02",""
"Serbia and Montenegro","2003","50542.261",""
"Serbia and Montenegro","2002","47267.63",""
"Serbia and Montenegro","2001","44213.019",""
"Serbia and Montenegro","2000","41147.407",""
"Serbia and Montenegro","1999","37044.034",""
"Serbia and Montenegro","1998","53699.548",""
"Serbia and Montenegro","1997","51033.639",""
"Serbia and Montenegro","1996","47472.982",""
"Serbia and Montenegro","1995","40579.022",""
"Serbia and Montenegro","1994","38415.492",""
"Serbia and Montenegro","1993","39489.923",""
"Serbia and Montenegro","1992","45349.789",""
"Seychelles","2011","597.721",""
"Seychelles","2010","689.396",""
"Seychelles","2009","740.734",""
"Seychelles","2008","693.063",""
"Seychelles","2007","641.725",""
"Seychelles","2006","733.4",""
"Seychelles","2005","689.396",""
"Seychelles","2004","737.067",""
"Seychelles","2003","550.05",""
"Seychelles","2002","539.049",""
"Seychelles","2001","634.391",""
"Seychelles","2000","557.384",""
"Seychelles","1999","506.046",""
"Seychelles","1998","432.706",""
"Seychelles","1997","407.037",""
"Seychelles","1996","194.351",""
"Seychelles","1995","187.017",""
"Seychelles","1994","187.017",""
"Seychelles","1993","161.348",""
"Seychelles","1992","165.015",""
"Seychelles","1991","143.013",""
"Seychelles","1990","113.677",""
"Sierra Leone","2011","898.415",""
"Sierra Leone","2010","726.066",""
"Sierra Leone","2009","652.726",""
"Sierra Leone","2008","663.727",""
"Sierra Leone","2007","641.725",""
"Sierra Leone","2006","733.4",""
"Sierra Leone","2005","546.383",""
"Sierra Leone","2004","641.725",""
