"Country or Area","Year","Value","Value Footnotes"
"Viet Nam","1990","21407.946",""
"Wallis and Futuna Islands","2011","25.669",""
"Wallis and Futuna Islands","2010","29.336",""
"Wallis and Futuna Islands","2009","29.336",""
"Wallis and Futuna Islands","2008","22.002",""
"Wallis and Futuna Islands","2007","29.336",""
"Wallis and Futuna Islands","2006","29.336",""
"Wallis and Futuna Islands","2005","29.336",""
"Wallis and Futuna Islands","2004","25.669",""
"Wallis and Futuna Islands","2003","25.669",""
"Wallis and Futuna Islands","2002","25.669",""
"Wallis and Futuna Islands","2001","14.668",""
"Yemen","2011","22295.36",""
"Yemen","2010","25716.671",""
"Yemen","2009","23556.808",""
"Yemen","2008","22097.342",""
"Yemen","2007","21297.936",""
"Yemen","2006","20795.557",""
"Yemen","2005","20043.822",""
"Yemen","2004","18881.383",""
"Yemen","2003","17304.573",""
"Yemen","2002","15764.433",""
"Yemen","2001","16252.144",""
"Yemen","2000","14638.664",""
"Yemen","1999","13894.263",""
"Yemen","1998","12200.109",""
"Yemen","1997","15474.74",""
"Yemen","1996","14935.691",""
"Yemen","1995","11250.356",""
"Yemen","1994","11367.7",""
"Yemen","1993","9431.524",""
"Yemen","1992","14381.974",""
"Yemen","1991","10109.919",""
"Yemen","1990","-2999.606",""
"Yugoslavia [former Socialist Federal Republic]","1991","94278.57",""
"Yugoslavia [former Socialist Federal Republic]","1990","133288.116",""
"Zambia","2011","3047.277",""
"Zambia","2010","2673.243",""
"Zambia","2009","2486.226",""
"Zambia","2008","2159.863",""
"Zambia","2007","1914.174",""
"Zambia","2006","2225.869",""
"Zambia","2005","2277.207",""
"Zambia","2004","2126.86",""
"Zambia","2003","2101.191",""
"Zambia","2002","1969.179",""
"Zambia","2001","1906.84",""
"Zambia","2000","1822.499",""
"Zambia","1999","1807.831",""
"Zambia","1998","2313.877",""
"Zambia","1997","2390.884",""
"Zambia","1996","1870.17",""
"Zambia","1995","2170.864",""
"Zambia","1994","2420.22",""
"Zambia","1993","2500.894",""
"Zambia","1992","2456.89",""
"Zambia","1991","2416.553",""
"Zambia","1990","2445.889",""
"Zimbabwe","2011","9860.563",""
"Zimbabwe","2010","9028.154",""
"Zimbabwe","2009","8239.749",""
"Zimbabwe","2008","7682.365",""
"Zimbabwe","2007","9732.218",""
"Zimbabwe","2006","10249.265",""
"Zimbabwe","2005","10714.974",""
"Zimbabwe","2004","9864.23",""
"Zimbabwe","2003","10626.966",""
"Zimbabwe","2002","11932.418",""
"Zimbabwe","2001","12563.142",""
"Zimbabwe","2000","13886.929",""
"Zimbabwe","1999","15834.106",""
"Zimbabwe","1998","14253.629",""
"Zimbabwe","1997","14407.643",""
"Zimbabwe","1996","14994.363",""
"Zimbabwe","1995","15130.042",""
"Zimbabwe","1994","17645.604",""
"Zimbabwe","1993","16208.14",""
"Zimbabwe","1992","16901.203",""
"Zimbabwe","1991","15823.105",""
"Zimbabwe","1990","15504.076",""

